original_path,original_name,old_state,new_state,reason
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\100 Greatest Motown Hits ｜ Oldies But Goodies from the 70s, 80s & 90s ｜ Soul & R&B Classics Playlist.mp3","100 Greatest Motown Hits ｜ Oldies But Goodies from the 70s, 80s & 90s ｜ Soul & R&B Classics Playlist.mp3",HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixable (sanitize works), conf=0.3"
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\100 Greatest Motown Hits ｜ Oldies But Goodies from the 70s, 80s & 90s ｜ Soul & R&B Classics Playlist.temp.mp3","100 Greatest Motown Hits ｜ Oldies But Goodies from the 70s, 80s & 90s ｜ Soul & R&B Classics Playlist.temp.mp3",HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixable (sanitize works), conf=0.3"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\50 Cent - 21 Questions ft. Nate Dogg.mp3,50 Cent - 21 Questions ft. Nate Dogg.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"has collision but parseable (conf=1.0), needs dup resolution"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\60 seconds assassin Lyric on screen.mp3,60 seconds assassin Lyric on screen.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\8ball & MJG Just Like Candy.mp3,8ball & MJG Just Like Candy.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\8BALL& MJG FRIEND OR FOE FT. E-40, MAC MALL,& BIG MIKE.mp3","8BALL& MJG FRIEND OR FOE FT. E-40, MAC MALL,& BIG MIKE.mp3",HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\A Roller Skating Jam Named ＂Saturdays＂.mp3,A Roller Skating Jam Named ＂Saturdays＂.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\A Tribe Called Quest - Electric Relaxation.mp3,A Tribe Called Quest - Electric Relaxation.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"has collision but parseable (conf=1.0), needs dup resolution"
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Aint No Stopping Us Now Mcfadden and Whitehead.mp3,Aint No Stopping Us Now Mcfadden and Whitehead.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000_Club\Alan Walker - Sing Me To Sleep.mp3,Alan Walker - Sing Me To Sleep.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"has collision but parseable (conf=1.0), needs dup resolution"
C:\Users\suppo\Downloads\New Music\Top1000_Club\Alesso - I Wanna Know ft. Nico & Vinz.mp3,Alesso - I Wanna Know ft. Nico & Vinz.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"has collision but parseable (conf=1.0), needs dup resolution"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\All Eyez On Me.mp3,All Eyez On Me.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Among The Living-Anthrax.mp3,Among The Living-Anthrax.mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000_Club\ANGERFIST MEGAMIX 2021 DJ IWO.mp3,ANGERFIST MEGAMIX 2021 DJ IWO.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Annihilator Alison Hell (Remastered Version).mp3,Annihilator Alison Hell (Remastered Version).mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ante Up Remix.mp3,Ante Up Remix.mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000\ARDN RUNNER UP.mp3,ARDN RUNNER UP.mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Arise.mp3,Arise.mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000_Club\Axwell Λ Ingrosso - Thinking About You.mp3,Axwell Λ Ingrosso - Thinking About You.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"has collision but parseable (conf=1.0), needs dup resolution"
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\BAD TO THE BONE.mp3,BAD TO THE BONE.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Beastie Boys-Paul Revere with lyrics.mp3,Beastie Boys-Paul Revere with lyrics.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Beethovens 5th Symphony.mp3,Beethovens 5th Symphony.mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Believe.mp3,Believe.mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\Best Motown Hits of All Time 🎶 Marvin Gaye, Smokey Robinson, James Brown ｜ Soul Legends Collection.mp3","Best Motown Hits of All Time 🎶 Marvin Gaye, Smokey Robinson, James Brown ｜ Soul Legends Collection.mp3",HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixable (sanitize works), conf=0.3"
C:\Users\suppo\Downloads\New Music\Top1000_Motown\Best of Motown Legends ｜ Classic Soul Oldies 70s 80s 90s ｜ Greatest Hits Playlist You’ll Love!.mp3,Best of Motown Legends ｜ Classic Soul Oldies 70s 80s 90s ｜ Greatest Hits Playlist You’ll Love!.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixable (sanitize works), conf=0.3"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big L - Put It On.mp3,Big L - Put It On.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"has collision but parseable (conf=1.0), needs dup resolution"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - Still Not a Player ft. Joe.mp3,Big Pun - Still Not a Player ft. Joe.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"has collision but parseable (conf=1.0), needs dup resolution"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - Twinz (Deep Cover 98) ft. Fat Joe.mp3,Big Pun - Twinz (Deep Cover 98) ft. Fat Joe.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"has collision but parseable (conf=1.0), needs dup resolution"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - Twinz ft. Fat Joe.mp3,Big Pun - Twinz ft. Fat Joe.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"has collision but parseable (conf=1.0), needs dup resolution"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Big Star Kenny Chesney with lyrics.mp3,Big Star Kenny Chesney with lyrics.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000_Country\Biography ｜ Who is LBB ｜ Laura Bell Bundy.mp3,Biography ｜ Who is LBB ｜ Laura Bell Bundy.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixable (sanitize works), conf=0.3"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Black Dog (Remaster).mp3,Black Dog (Remaster).mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Brad Paisley-Mr Policeman with lyrics.mp3,Brad Paisley-Mr Policeman with lyrics.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000_Country\Brad Paisleys Im Still A Guy.mp3,Brad Paisleys Im Still A Guy.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\California Love by 2Pac ft. Dr. Dre ｜ Interscope.mp3,California Love by 2Pac ft. Dr. Dre ｜ Interscope.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixable (sanitize works), conf=0.3"
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Carol of the Bells aka The Ukranian Carol.mp3,Carol of the Bells aka The Ukranian Carol.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Caught In A Mosh.mp3,Caught In A Mosh.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000\Celebrate ｜ African Style ｜ Peter Gabriels.mp3,Celebrate ｜ African Style ｜ Peter Gabriels.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixable (sanitize works), conf=0.3"
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Charles Brown Black Night.mp3,Charles Brown Black Night.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000\Chavo ＂Tatum Jersey＂ Official Video.mp3,Chavo ＂Tatum Jersey＂ Official Video.mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000\CHILL OUT COLOGNE ＂Time＂ official Video 4K.mp3,CHILL OUT COLOGNE ＂Time＂ official Video 4K.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000_Country\Chris Janson - ＂Buy Me A Boat＂.mp3,Chris Janson - ＂Buy Me A Boat＂.mp3,HELD_PROBLEMS,HELD_PROBLEMS,collision + low confidence
C:\Users\suppo\Downloads\New Music\Top1000_Country\Chris Janson - ＂Power of Positive Drinkin＂.mp3,Chris Janson - ＂Power of Positive Drinkin＂.mp3,HELD_PROBLEMS,HELD_PROBLEMS,collision + low confidence
"C:\Users\suppo\Downloads\New Music\Top1000\Coke ＂All Hear＂ feat. L Haggood, Silence the 5th.mp3","Coke ＂All Hear＂ feat. L Haggood, Silence the 5th.mp3",HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Communication Breakdown (Remaster).mp3,Communication Breakdown (Remaster).mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Country Music Channel.mp3,Country Music Channel.mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Cypress Hill - Hits from the Bong.mp3,Cypress Hill - Hits from the Bong.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"has collision but parseable (conf=1.0), needs dup resolution"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Cypress Hill - Insane In The Brain.mp3,Cypress Hill - Insane In The Brain.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"has collision but parseable (conf=1.0), needs dup resolution"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\D.R.S Gangsta Lean.mp3,D.R.S Gangsta Lean.mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\David Allan Coe texas lullaby.mp3,David Allan Coe texas lullaby.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000\Dax - ＂Gods Eyes＂.mp3,Dax - ＂Gods Eyes＂.mp3,HELD_PROBLEMS,HELD_PROBLEMS,collision + low confidence
C:\Users\suppo\Downloads\New Music\Top1000\Dax - ＂PTSD＂.mp3,Dax - ＂PTSD＂.mp3,HELD_PROBLEMS,HELD_PROBLEMS,collision + low confidence
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Dax - ＂TEMPTATION＂.mp3,Dax - ＂TEMPTATION＂.mp3,HELD_PROBLEMS,HELD_PROBLEMS,collision + low confidence
C:\Users\suppo\Downloads\New Music\Top1000\Dax - ＂The Devils Calling＂.mp3,Dax - ＂The Devils Calling＂.mp3,HELD_PROBLEMS,HELD_PROBLEMS,collision + low confidence
C:\Users\suppo\Downloads\New Music\Top1000\Dax - ＂To Be A Man＂.mp3,Dax - ＂To Be A Man＂.mp3,HELD_PROBLEMS,HELD_PROBLEMS,collision + low confidence
C:\Users\suppo\Downloads\New Music\Top1000\Days of Summer.mp3,Days of Summer.mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Dead Embryonic Cells.mp3,Dead Embryonic Cells.mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Dead Presidents II.mp3,Dead Presidents II.mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\dead prez - Hip Hop (Digital Video).mp3,dead prez - Hip Hop (Digital Video).mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"has collision but parseable (conf=1.0), needs dup resolution"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\dead prez - Hip Hop.mp3,dead prez - Hip Hop.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"has collision but parseable (conf=1.0), needs dup resolution"
C:\Users\suppo\Downloads\New Music\Top1000\Definition Of ｜ 559 ｜ 432Hz.mp3,Definition Of ｜ 559 ｜ 432Hz.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixable (sanitize works), conf=0.3"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Dexys Midnight Runners ＂Because of You＂.mp3,Dexys Midnight Runners ＂Because of You＂.mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Diary of a Madman.mp3,Diary of a Madman.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000\DILBAR ｜ Satyameva Jayate ｜ John Abraham Nora Fatehi ｜ Tanishk B Neha Kakkar Ikka Dhvani ｜ T-Series.mp3,DILBAR ｜ Satyameva Jayate ｜ John Abraham Nora Fatehi ｜ Tanishk B Neha Kakkar Ikka Dhvani ｜ T-Series.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixable (sanitize works), conf=0.3"
C:\Users\suppo\Downloads\New Music\Top1000_Club\Dimitri Vegas & Like Mike ft. Wolfpack & Katy B - Find Tomorrow.mp3,Dimitri Vegas & Like Mike ft. Wolfpack & Katy B - Find Tomorrow.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"has collision but parseable (conf=1.0), needs dup resolution"
C:\Users\suppo\Downloads\New Music\Top1000_Club\Dimitri Vegas & Like Mike vs Sander van Doorn - Project T.mp3,Dimitri Vegas & Like Mike vs Sander van Doorn - Project T.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"has collision but parseable (conf=1.0), needs dup resolution"
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Disco Tex And The Sex O Lettes Get Dancing.mp3,Disco Tex And The Sex O Lettes Get Dancing.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000_Club\DISCONNECTED.mp3,DISCONNECTED.mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\DJ Jazzy Jeff & The Fresh Prince - Summertime.mp3,DJ Jazzy Jeff & The Fresh Prince - Summertime.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"has collision but parseable (conf=1.0), needs dup resolution"
C:\Users\suppo\Downloads\New Music\Top1000\DJ Snake - Let Me Love You ft. Justin Bieber.mp3,DJ Snake - Let Me Love You ft. Justin Bieber.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"has collision but parseable (conf=1.0), needs dup resolution"
C:\Users\suppo\Downloads\New Music\Top1000_Club\DJ Snake - Let Me Love You ft. Justin Bieber.mp3,DJ Snake - Let Me Love You ft. Justin Bieber.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"has collision but parseable (conf=1.0), needs dup resolution"
C:\Users\suppo\Downloads\New Music\Top1000\Dont Go.mp3,Dont Go.mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Doomsday.mp3,Doomsday.mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Doug E Fresh & Slick Rick-The Show.mp3,Doug E Fresh & Slick Rick-The Show.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Drop It Like Its Hot by Snoop Dogg ft. Pharrell ｜ Interscope.mp3,Drop It Like Its Hot by Snoop Dogg ft. Pharrell ｜ Interscope.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixable (sanitize works), conf=0.3"
C:\Users\suppo\Downloads\New Music\Top1000_Club\Earthrise.mp3,Earthrise.mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Easton Corbin - A Little More Country Than That.mp3,Easton Corbin - A Little More Country Than That.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"has collision but parseable (conf=1.0), needs dup resolution"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Easton Corbin-A Lot to Learn About Livin.mp3,Easton Corbin-A Lot to Learn About Livin.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000_Country\Easton Corbin-Dont ask me bout a woman.mp3,Easton Corbin-Dont ask me bout a woman.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000_Country\Easton Corbin-Leavin A Lonely Town.mp3,Easton Corbin-Leavin A Lonely Town.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000_Country\Easton Corbin-Someday when Im Old.mp3,Easton Corbin-Someday when Im Old.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000_Country\Easton Corbin-The Way Love Looks.mp3,Easton Corbin-The Way Love Looks.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ecstasy.mp3,Ecstasy.mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem - My Name Is.mp3,Eminem - My Name Is.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"has collision but parseable (conf=1.0), needs dup resolution"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Engelbert Am I That Easy To Forget-2009.mp3,Engelbert Am I That Easy To Forget-2009.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
"C:\Users\suppo\Downloads\New Music\Top1000\Esperando QTD Remix -Villafañe ft @elblxnco111 , @izzy_bz.mp3","Esperando QTD Remix -Villafañe ft @elblxnco111 , @izzy_bz.mp3",HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\Etta James ✨ Greatest Hits Full Album ｜ Best Soul & Blues Songs from the 70s, 80s, 90s.mp3","Etta James ✨ Greatest Hits Full Album ｜ Best Soul & Blues Songs from the 70s, 80s, 90s.mp3",HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixable (sanitize works), conf=0.3"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Exciter.mp3,Exciter.mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Fly Me To The Moon.mp3,Fly Me To The Moon.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Flying High Again.mp3,Flying High Again.mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Forever Angel.mp3,Forever Angel.mp3,HELD_PROBLEMS,HELD_PROBLEMS,"no reliable parse (method=unknown, conf=0.0)"
C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Frank Sinatra Best Songs Collection 2026｜ Full Album Playlist ｜ Timeless Classics.mp3,Frank Sinatra Best Songs Collection 2026｜ Full Album Playlist ｜ Timeless Classics.mp3,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixable (sanitize works), conf=0.3"
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Frank Sinatra, Bing Crosby, Dean Martin, Nat King Cole 💿 Timeless Oldies & Nostalgic Scenes 50s 60s.mp3","Frank Sinatra, Bing Crosby, Dean Martin, Nat King Cole 💿 Timeless Oldies & Nostalgic Scenes 50s 60s.mp3",HELD_PROBLEMS,REVIEW_REQUIRED,fallback parse but has Artist - Title format
